time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
3.021046,-0.5568,3.3865,0.7719,0,0,0
3.037896,-0.5568,3.3865,0.7719,0,0,0
3.055591,-0.5568,3.3865,0.7719,0,0,0
3.071594,-0.5568,3.3865,0.7719,0,0,0
3.088443,-0.5568,3.3865,0.7719,0,0,0
3.105602,-0.5568,3.3865,0.7719,0,0,0
3.122587,-0.5568,3.3865,0.7719,0,0,0
3.13899,-0.5568,3.3865,0.7719,0,0,0
3.155839,-0.5568,3.3865,0.7719,0,0,0
3.173598,-0.5568,3.3865,0.7719,0,0,0
3.18959,-0.5568,3.3865,0.7719,0,0,0
3.206386,-0.5568,3.3865,0.7719,0,0,0
3.223603,-0.5568,3.3865,0.7719,0,0,0
3.240588,-0.5568,3.3865,0.7719,0,0,0
3.256933,-0.5568,3.3865,0.7719,0,0,0
3.273783,-0.5568,3.3865,0.7719,0,0,0
3.290632,-0.5568,3.3865,0.7719,0,0,0
3.307588,-0.5568,3.3865,0.7719,0,0,0
3.324589,-0.5568,3.3865,0.7719,0,0,0
3.34118,-0.5568,3.3865,0.7719,0,0,0
3.358029,-0.5568,3.3865,0.7719,0,0,0
3.374877,-0.5568,3.3865,0.7719,0,0,0
3.391728,-0.5568,3.3865,0.7719,0,0,0
3.408587,-0.5568,3.3865,0.7719,0,0,0
3.425613,-0.5568,3.3865,0.7719,0,0,0
3.442607,-0.5568,3.3865,0.7719,0,0,0
3.459612,-0.5568,3.3865,0.7719,0,0,0
3.4766,-0.5568,3.3865,0.7719,0,0,0
3.492823,-0.5568,3.3865,0.7719,0,0,0
3.509671,-0.5568,3.3865,0.7719,0,0,0
3.526602,-0.5568,3.3865,0.7719,0,0,0
3.543605,-0.5568,3.3865,0.7719,0,0,0
3.560603,-0.5568,3.3865,0.7719,0,0,0
3.577069,-0.5568,3.3865,0.7719,0,0,0
3.593918,-0.5568,3.3865,0.7719,0,0,0
3.610767,-0.5568,3.3865,0.7719,0,0,0
3.627616,-0.5568,3.3865,0.7719,0,0,0
3.644607,-0.5568,3.3865,0.7719,0,0,0
3.661314,-0.5568,3.3865,0.7719,0,0,0
3.678163,-0.5568,3.3865,0.7719,0,0,0
3.695603,-0.5568,3.3865,0.7719,0,0,0
3.711861,-0.5568,3.3865,0.7719,0,0,0
3.728711,-0.5568,3.3865,0.7719,0,0,0
3.745604,-0.5568,3.3865,0.7719,0,0,0
3.762409,-0.5568,3.3865,0.7719,0,0,0
3.779258,-0.5568,3.3865,0.7719,0,0,0
3.796108,-0.5568,3.3865,0.7719,0,0,0
3.812956,-0.5568,3.3865,0.7719,0,0,0
3.829806,-0.5568,3.3865,0.7719,0,0,0
3.846655,-0.5568,3.3865,0.7719,0,0,0
3.863503,-0.5568,3.3865,0.7719,0,0,0
3.880603,-0.5568,3.3865,0.7719,0,0,0
3.897202,-0.5568,3.3865,0.7719,0,0,0
3.914051,-0.5568,3.3865,0.7719,0,0,0
3.9309,-0.5568,3.3865,0.7719,0,0,0
3.947749,-0.5568,3.3865,0.7719,0,0,0
3.964616,-0.5568,3.3865,0.7719,0,0,0
3.9816,-0.5568,3.3865,0.7719,0,0,0
3.998297,-0.5568,3.3865,0.7719,0,0,0
4.015602,-0.5568,3.3865,0.7719,0,0,0
