time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
-0.5568,3.3865,0.7719,0,0,0
