time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
11.1112,-0.5568,3.3865,0.7719,0,0,0
11.1281,-0.5568,3.3865,0.7719,0,0,0
11.1449,-0.5568,3.3865,0.7719,0,0,0
11.1618,-0.5568,3.3865,0.7719,0,0,0
11.1786,-0.5568,3.3865,0.7719,0,0,0
11.1955,-0.5568,3.3865,0.7719,0,0,0
11.2125,-0.5568,3.3865,0.7719,0,0,0
11.2292,-0.5568,3.3865,0.7719,0,0,0
11.246,-0.5568,3.3865,0.7719,0,0,0
11.2635,-0.5568,3.3865,0.7719,0,0,0
11.2797,-0.5568,3.3865,0.7719,0,0,0
11.2966,-0.5568,3.3865,0.7719,0,0,0
11.3136,-0.5568,3.3865,0.7719,0,0,0
11.3306,-0.5568,3.3865,0.7719,0,0,0
11.3471,-0.5568,3.3865,0.7719,0,0,0
11.364,-0.5568,3.3865,0.7719,0,0,0
11.3812,-0.5568,3.3865,0.7719,0,0,0
11.3977,-0.5568,3.3865,0.7719,0,0,0
11.4155,-0.5568,3.3865,0.7719,0,0,0
11.4314,-0.5568,3.3865,0.7719,0,0,0
11.449,-0.5568,3.3865,0.7719,0,0,0
11.4655,-0.5568,3.3865,0.7719,0,0,0
11.4819,-0.5568,3.3865,0.7719,0,0,0
11.4989,-0.5568,3.3865,0.7719,0,0,0
11.5156,-0.5568,3.3865,0.7719,0,0,0
11.5325,-0.5568,3.3865,0.7719,0,0,0
11.5497,-0.5568,3.3865,0.7719,0,0,0
11.5667,-0.5568,3.3865,0.7719,0,0,0
11.5832,-0.5568,3.3865,0.7719,0,0,0
11.5999,-0.5568,3.3865,0.7719,0,0,0
11.6167,-0.5568,3.3865,0.7719,0,0,0
11.6336,-0.5568,3.3865,0.7719,0,0,0
11.6507,-0.5568,3.3865,0.7719,0,0,0
11.6673,-0.5568,3.3865,0.7719,0,0,0
11.6842,-0.5568,3.3865,0.7719,0,0,0
11.701,-0.5568,3.3865,0.7719,0,0,0
11.7182,-0.5568,3.3865,0.7719,0,0,0
11.7347,-0.5568,3.3865,0.7719,0,0,0
11.7515,-0.5568,3.3865,0.7719,0,0,0
11.7692,-0.5568,3.3865,0.7719,0,0,0
11.7852,-0.5568,3.3865,0.7719,0,0,0
11.8021,-0.5568,3.3865,0.7719,0,0,0
11.8189,-0.5568,3.3865,0.7719,0,0,0
11.8358,-0.5568,3.3865,0.7719,0,0,0
11.8526,-0.5568,3.3865,0.7719,0,0,0
11.8695,-0.5568,3.3865,0.7719,0,0,0
11.8867,-0.5568,3.3865,0.7719,0,0,0
11.9032,-0.5568,3.3865,0.7719,0,0,0
11.92,-0.5568,3.3865,0.7719,0,0,0
11.9369,-0.5568,3.3865,0.7719,0,0,0
11.9537,-0.5568,3.3865,0.7719,0,0,0
11.9707,-0.5568,3.3865,0.7719,0,0,0
11.9874,-0.5568,3.3865,0.7719,0,0,0
12.0047,-0.5568,3.3865,0.7719,0,0,0
12.0211,-0.5568,3.3865,0.7719,0,0,0
12.0381,-0.5568,3.3865,0.7719,0,0,0
12.0548,-0.5568,3.3865,0.7719,0,0,0
12.0716,-0.5568,3.3865,0.7719,0,0,0
12.0889,-0.5568,3.3865,0.7719,0,0,0
12.1059,-0.5568,3.3865,0.7719,0,0,0
