time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
42.32199,0,2,0,0,270,90
42.33921,0,2.019,0,0,270,90
42.35568,0,2.0372,0,0,270,90
42.37322,0,2.0566,0,0,270,90
42.38938,0,2.0745,0,0,270,90
42.40623,0,2.0931,0,0,270,90
42.42323,0,2.1119,0,0,270,90
42.43993,0,2.1303,0,0,270,90
42.45678,0,2.149,0,0,270,90
42.47363,0,2.1676,0,0,270,90
42.49048,0,2.1862,0,0,270,90
42.50732,0,2.2048,0,0,270,90
42.52426,0,2.2235,0,0,270,90
42.54126,0,2.2423,0,0,270,90
42.55826,0,2.2611,0,0,270,90
42.57472,0,2.2793,0,0,270,90
42.59157,0,2.2979,0,0,270,90
42.60842,0,2.3165,0,0,270,90
42.62528,0,2.3352,0,0,270,90
42.64228,0,2.354,0,0,270,90
42.65928,0,2.3727,0,0,270,90
42.67582,0,2.391,0,0,270,90
42.69267,0,2.4096,0,0,270,90
42.70951,0,2.4282,0,0,270,90
42.72636,0,2.4469,0,0,270,90
42.74321,0,2.4655,0,0,270,90
42.76006,0,2.4841,0,0,270,90
42.77691,0,2.5027,0,0,270,90
42.79385,0,2.5215,0,0,270,90
42.81061,0,2.54,0,0,270,90
42.82746,0,2.5586,0,0,270,90
42.84431,0,2.5772,0,0,270,90
42.86116,0,2.5958,0,0,270,90
42.87801,0,2.6144,0,0,270,90
42.89487,0,2.6331,0,0,270,90
42.91171,0,2.6517,0,0,270,90
42.92888,0,2.6707,0,0,270,90
42.94589,0,2.6895,0,0,270,90
42.96289,0,2.7082,0,0,270,90
42.9791,0,2.7262,0,0,270,90
42.99596,0,2.7448,0,0,270,90
43.0129,0,2.7635,0,0,270,90
43.02965,0,2.782,0,0,270,90
43.0465,0,2.8006,0,0,270,90
43.06335,0,2.8193,0,0,270,90
43.0802,0,2.8379,0,0,270,90
43.09705,0,2.8565,0,0,270,90
43.11393,0,2.8752,0,0,270,90
43.13093,0,2.8939,0,0,270,90
43.14793,0,2.9127,0,0,270,90
43.16444,0,2.931,0,0,270,90
43.18129,0,2.9496,0,0,270,90
43.19814,0,2.9682,0,0,270,90
43.21499,0,2.9868,0,0,270,90
43.23184,0,3.0055,0,0,270,90
43.24896,0,3.0244,0,0,270,90
43.26596,0,3.0432,0,0,270,90
43.28239,0,3.0613,0,0,270,90
43.29924,0,3.0799,0,0,270,90
43.31697,0,3.0995,0,0,270,90
43.33298,0,3.1172,0,0,270,90
43.34998,0,3.136,0,0,270,90
43.36699,0,3.1548,0,0,270,90
43.38399,0,3.1736,0,0,270,90
43.40033,0,3.1917,0,0,270,90
43.41718,0,3.2103,0,0,270,90
43.43403,0,3.2289,0,0,270,90
43.451,0,3.2476,0,0,270,90
43.46801,0,3.2664,0,0,270,90
43.48501,0,3.2852,0,0,270,90
43.50201,0,3.304,0,0,270,90
