time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
28.32051,0,2,0,0,270,90
28.33719,0,2.0167,0,0,270,90
28.35404,0,2.0336,0,0,270,90
28.37089,0,2.0505,0,0,270,90
28.38774,0,2.0674,0,0,270,90
28.40458,0,2.0843,0,0,270,90
28.42153,0,2.1013,0,0,270,90
28.43828,0,2.1181,0,0,270,90
28.45513,0,2.135,0,0,270,90
28.47198,0,2.1519,0,0,270,90
28.48883,0,2.1688,0,0,270,90
28.50568,0,2.1857,0,0,270,90
28.52256,0,2.2026,0,0,270,90
28.53957,0,2.2197,0,0,270,90
28.55623,0,2.2364,0,0,270,90
28.57357,0,2.2538,0,0,270,90
28.58993,0,2.2702,0,0,270,90
28.60677,0,2.2871,0,0,270,90
28.62362,0,2.304,0,0,270,90
28.64047,0,2.3209,0,0,270,90
28.65759,0,2.3381,0,0,270,90
28.67459,0,2.3551,0,0,270,90
28.6916,0,2.3722,0,0,270,90
28.7086,0,2.3892,0,0,270,90
28.72472,0,2.4054,0,0,270,90
28.74161,0,2.4223,0,0,270,90
28.75861,0,2.4394,0,0,270,90
28.77527,0,2.4561,0,0,270,90
28.79212,0,2.473,0,0,270,90
28.80897,0,2.4899,0,0,270,90
28.82582,0,2.5068,0,0,270,90
28.84266,0,2.5237,0,0,270,90
28.85964,0,2.5407,0,0,270,90
28.87664,0,2.5578,0,0,270,90
28.89321,0,2.5744,0,0,270,90
28.91006,0,2.5913,0,0,270,90
28.92691,0,2.6082,0,0,270,90
28.94376,0,2.6251,0,0,270,90
28.96066,0,2.642,0,0,270,90
28.97766,0,2.6591,0,0,270,90
28.9943,0,2.6758,0,0,270,90
29.01115,0,2.6927,0,0,270,90
29.028,0,2.7096,0,0,270,90
29.04485,0,2.7265,0,0,270,90
29.0617,0,2.7434,0,0,270,90
29.07869,0,2.7604,0,0,270,90
29.0954,0,2.7772,0,0,270,90
29.11225,0,2.7941,0,0,270,90
29.1297,0,2.8116,0,0,270,90
29.1467,0,2.8286,0,0,270,90
29.1628,0,2.8448,0,0,270,90
29.17971,0,2.8617,0,0,270,90
29.19671,0,2.8788,0,0,270,90
29.21334,0,2.8955,0,0,270,90
29.23019,0,2.9124,0,0,270,90
29.24704,0,2.9293,0,0,270,90
29.26389,0,2.9462,0,0,270,90
29.28074,0,2.9631,0,0,270,90
29.29774,0,2.9801,0,0,270,90
29.31474,0,2.9971,0,0,270,90
29.33129,0,3.0137,0,0,270,90
29.34874,0,3.0313,0,0,270,90
29.36575,0,3.0483,0,0,270,90
29.38184,0,3.0644,0,0,270,90
29.39875,0,3.0814,0,0,270,90
29.41576,0,3.0985,0,0,270,90
29.43238,0,3.1151,0,0,270,90
29.44923,0,3.132,0,0,270,90
29.46678,0,3.1496,0,0,270,90
29.48293,0,3.1658,0,0,270,90
29.49978,0,3.1827,0,0,270,90
29.51678,0,3.1998,0,0,270,90
29.53379,0,3.2168,0,0,270,90
29.55033,0,3.2334,0,0,270,90
29.56718,0,3.2503,0,0,270,90
29.58403,0,3.2672,0,0,270,90
29.60087,0,3.2841,0,0,270,90
29.6178,0,3.3011,0,0,270,90
