time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
6.056,-0.5568,3.3865,0.7719,0,0,0
6.1875,-0.5568,3.3865,0.7719,0,0,0
6.285,-0.5568,3.3865,0.7719,0,0,0
6.3019,-0.5568,3.3865,0.7719,0,0,0
6.3188,-0.5568,3.3865,0.7719,0,0,0
6.3359,-0.5568,3.3865,0.7719,0,0,0
6.3524,-0.5568,3.3865,0.7719,0,0,0
6.3698,-0.5568,3.3865,0.7719,0,0,0
6.3861,-0.5568,3.3865,0.7719,0,0,0
6.403,-0.5568,3.3865,0.7719,0,0,0
6.4198,-0.5568,3.3865,0.7719,0,0,0
6.4367,-0.5568,3.3865,0.7719,0,0,0
6.4539,-0.5568,3.3865,0.7719,0,0,0
6.4704,-0.5568,3.3865,0.7719,0,0,0
6.4872,-0.5568,3.3865,0.7719,0,0,0
6.5066,-0.5568,3.3865,0.7719,0,0,0
6.5269,-0.5568,3.3865,0.7719,0,0,0
6.5441,-0.5568,3.3865,0.7719,0,0,0
6.5611,-0.5568,3.3865,0.7719,0,0,0
6.5778,-0.5568,3.3865,0.7719,0,0,0
6.5943,-0.5568,3.3865,0.7719,0,0,0
6.6111,-0.5568,3.3865,0.7719,0,0,0
6.6282,-0.5568,3.3865,0.7719,0,0,0
6.6448,-0.5568,3.3865,0.7719,0,0,0
6.6617,-0.5568,3.3865,0.7719,0,0,0
6.6785,-0.5568,3.3865,0.7719,0,0,0
6.696,-0.5568,3.3865,0.7719,0,0,0
6.7124,-0.5568,3.3865,0.7719,0,0,0
6.7294,-0.5568,3.3865,0.7719,0,0,0
6.7459,-0.5568,3.3865,0.7719,0,0,0
6.7628,-0.5568,3.3865,0.7719,0,0,0
6.7796,-0.5568,3.3865,0.7719,0,0,0
6.7968,-0.5568,3.3865,0.7719,0,0,0
6.8137,-0.5568,3.3865,0.7719,0,0,0
6.8305,-0.5568,3.3865,0.7719,0,0,0
6.8474,-0.5568,3.3865,0.7719,0,0,0
6.8642,-0.5568,3.3865,0.7719,0,0,0
6.8811,-0.5568,3.3865,0.7719,0,0,0
6.8979,-0.5568,3.3865,0.7719,0,0,0
6.9148,-0.5568,3.3865,0.7719,0,0,0
6.9318,-0.5568,3.3865,0.7719,0,0,0
6.9485,-0.5568,3.3865,0.7719,0,0,0
6.9653,-0.5568,3.3865,0.7719,0,0,0
6.9828,-0.5568,3.3865,0.7719,0,0,0
6.999,-0.5568,3.3865,0.7719,0,0,0
7.0159,-0.5568,3.3865,0.7719,0,0,0
7.0328,-0.5568,3.3865,0.7719,0,0,0
7.0496,-0.5568,3.3865,0.7719,0,0,0
