time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
30.13335,0,2,0,0,270,90
30.1502,0,2.0158,0,0,270,90
30.16705,0,2.0316,0,0,270,90
30.1839,0,2.0473,0,0,270,90
30.20089,0,2.0632,0,0,270,90
30.2176,0,2.0789,0,0,270,90
30.2349,0,2.0951,0,0,270,90
30.25189,0,2.111,0,0,270,90
30.26815,0,2.1262,0,0,270,90
30.285,0,2.142,0,0,270,90
30.3019,0,2.1578,0,0,270,90
30.3187,0,2.1736,0,0,270,90
30.33604,0,2.1898,0,0,270,90
30.35242,0,2.2051,0,0,270,90
30.36992,0,2.2215,0,0,270,90
30.38693,0,2.2375,0,0,270,90
30.40294,0,2.2525,0,0,270,90
30.41994,0,2.2684,0,0,270,90
30.43664,0,2.284,0,0,270,90
30.45349,0,2.2998,0,0,270,90
30.47034,0,2.3156,0,0,270,90
30.48725,0,2.3314,0,0,270,90
30.50404,0,2.3471,0,0,270,90
30.52097,0,2.363,0,0,270,90
30.53797,0,2.3789,0,0,270,90
30.55497,0,2.3948,0,0,270,90
30.57197,0,2.4107,0,0,270,90
30.58828,0,2.426,0,0,270,90
